game_id,genre
michael-jordan-chaos-in-the-windy-city,Platform
mick-mack-as-the-global-gladiators,Platform
mickey-mania-the-timeless-adventures-of-mickey-mouse,Platform
mickey-no-tokyo-disneyland-daibouken,Platform
mickey-to-donald-magical-adventure-3,Platform
mickeys-ultimate-challenge,Platform
micro-machines,Racing
micro-machines-2-turbo-tournament,Racing
might-and-magic-book-ii,RPG
might-and-magic-ii,RPG
might-and-magic-iii-isles-of-terra,RPG
mighty-max,Platform
mighty-morphin-power-rangers,Fighting
mighty-morphin-power-rangers-the-fighting-edition,Fighting
mighty-morphin-power-rangers-the-movie,Action
milandra,RPG
mini-yonku-shining-scorpion-lets-go,Racing
miracle-casino-paradise,Puzzle
miracle-girls,Action
modular-escape,Puzzle
mohawk-headphone-jack,Platform
momotarou-dentetsu-happy,RPG
monopoly,Strategy
monopoly-1993,Strategy
monopoly-game-2-the,Strategy
monstania,RPG
monster-maker-iii-hikari-no-majutsushi,Action
mortal-kombat,Fighting
mortal-kombat-2,Fighting
mortal-kombat-3,Fighting
motoko-chan-no-wonder-kitchen,Adventure
mouryou-senki-madara-2,RPG
mr-do,Platform
mr-nutz,Platform
mr-tuff,Platform
ms-pac-man,Puzzle
mulan,Platform
multi-play-volleyball,Sports
multi-purpose-arcade-combat-simulator-basic-rifle-marksmanship,Shooters
musya-the-classic-japanese-tale-of-horror,Action
mystery-circle,Puzzle
mystic-ark,RPG
n-warp-daisakusen,RPG
nage-libre-seijaku-no-suishin,Strategy
nakajima-satoru-kanshuu-f-1-hero-94,Racing
nakajima-satoru-kanshuu-super-f-1-hero,Racing
naki-no-ryuu-mahjong-hishouden,Puzzle
nangoku-shounen-papuwa-kun,Action
naruhodo-the-world,Puzzle
natsuki-crisis-battle,Fighting
natsume-championship-wrestling,Fighting
naxat-super-pinball-jaki-hakai,Simulation
nba-all-star-challenge,Sports
nba-give-n-go,Sports
nba-hangtime,Sports
nba-jam,Sports
nba-jam-tournament-edition,Sports
nba-live-97,Sports
nba-live-98,Sports
ncaa-basketball-[world-league-basketball],Sports
ncaa-final-four-basketball,Sports
ncaa-football,Sports
nekketsu-beach-volley-dayo-kunio-kun,Sports
nekketsu-tairiku-burning-heroes,RPG
network-q-rally,Racing
neugier-umi-to-kaze-no-koudou,Adventure
new-yattaaman-nanndai-kanndai-yajirobe,Platform
newman-haas-indycar-featuring-nigel-mansell,Racing
nfl-football,Sports
nfl-quarterback-club,Simulation
nfl-quarterback-club-96,Simulation
nhl-stanley-cup,Sports
nice-de-shot,Shooters
nichibutsu-arcade-classics,Shooters
nichibutsu-arcade-classics-2-heiankyo-alien,Platform
nickelodeon-guts,Sports
nigel-mansells-world-championship-racing,Racing
nightmare-busters,Action
ninja-gaiden-trilogy,Action
ninja-warriors-the-[ninja-warriors-the-new-generation],Action
nintama-rantarou,Platform
nintama-rantarou-2,Platform
nintendo-power-menu-program,Simulation
no-escape,Action
nobunaga-kouki,Strategy
nobunaga-no-yabou-haouden,Strategy
nobunaga-no-yabou-tenshouki,Strategy
nobunagas-ambition,Strategy
nolan-ryans-baseball,Sports
nontan-to-issho-kuru-kuru-puzzle,Platform
nosferatu,Platform
numbers-paradise,Action
o-chan-no-oekaki-logic,Puzzle
obitus,Adventure
oda-nobunaga-haou-no-gundan,Strategy
oekaki-logic,Puzzle
ogre-battle-the-march-of-the-black-queen,Strategy
olivias-mystery,Platform
olympic-summer-games-atlanta-1996,Sports
olympic-summer-games-atlanta-1996-1996,Sports
on-the-ball,Simulation
ongaku-tsukuru-kanadeeru,Simulation
onita-atsushi-fmw,Fighting
onizuka-katsuya-super-virtual-boxing,Sports
operation-europe-path-to-victory-1939-45,Strategy
operation-logic-bomb,Action
operation-thunderbolt,Shooters
oraga-land-shusai-best-farmer-senyuken,Sports
oscar,Platform
osu-karatebu,Fighting
othello-world,Puzzle
otoboke-ninja-colosseum,Platform
otogirisou,Adventure
out-to-lunch,Platform
outlander,Action
ozumou-damashii,Sports
pac-attack,Action
pac-in-time,Platform
pac-man-2-the-new-adventures,Action
pachinko-fan-2,Simulation
pachinko-maruhi-hisshouhou,Action
pachinko-renchan-tengoku-super-cr-special,Simulation
pacific-theater-of-operations,Strategy
pacific-theater-of-operations-ii,Strategy
packy-marlon,Adventure
pagemaster-the,Platform
paladins-quest,RPG
panic-in-nakayoshi-world,Action
parlor-mini-series,Action
parodius-non-sense-fantasy,Shooters
peace-keepers-the,Fighting
pebble-beach-golf-links,Sports
pga-european-tour,Sports
pga-tour-96,Sports
pga-tour-golf,Sports
phalanx-the-enforce-fighter-a-144,Shooters
phantom-2040,Adventure
pieces,Platform
pikiinya,Puzzle
pilotwings,Simulation
pink-goes-to-hollywood,Platform
pinocchio,Platform
pipe-dream,Puzzle
pirates-of-dark-water-the,Fighting
pitfall-the-mayan-adventure,Platform
plok,Platform
pocahontas,Platform
pocky-rocky,Shooters
pocky-rocky-2,Action
poi-poi-ninja-world,Platform
pokekame-magazine,Racing
poko-nyan-henpokorin-adventure,Platform
poko-nyan-yume-no-daibouken,Action
pop-n-twinbee,Shooters
popeye-ijiwaru-majo-seahag-no-maki,Platform
popful-mail,Platform
populous,Strategy
populous-ii-trials-of-the-olympian-gods,Strategy
porky-pigs-haunted-holiday,Platform
power-drive,Racing
power-instinct,Fighting
power-lode-runner,Platform
power-moves,Fighting
power-of-the-hired,RPG
power-piggs-of-the-dark-ages,Platform
power-rangers-zeo-battle-racers,Racing
power-slide-ects-demo,Racing
powermonger,Strategy
prehistorik-man,Platform
primal-rage,Fighting
prime,Sports
prince-of-persia,Platform
prince-of-persia-2-the-shadow-the-flame,Platform
princess-minerva,RPG
pro-mahjong-kiwame,Strategy
pro-mahjong-kiwame-gb,Puzzle
pro-mahjong-kiwame-ii,Strategy
pro-mahjong-kiwame-iii,Puzzle
pro-quarterback,Sports
pro-sport-hockey,Sports
pro-yakyuu-nettou-puzzle-stadium,Puzzle
psycho-dream,Platform
push-over,Platform
putty-squad,Platform
puzzle-n-desu,Puzzle
puzzle-nintama-rantarou-ninjutsu-gakuen-puzzle-no-maki,Puzzle
q-bert-3,Platform
r-type-iii,Shooters
race-drivin,Racing
radical-dreamers,RPG
radical-psycho-machine-racing,Racing
radical-rex,Platform
raiden-trad,Shooters
rampart,Strategy
ranma-1-2-akanekodan-teki-no-hihou,RPG
ranma-1-2-hard-battle,Fighting
ranma-1-2-ougi-jaanken,Fighting
rap-basketball,Sports
rapjam-volume-one,Sports
realm,Platform
redline-f-1-racer,Racing
rejoice-aretha-oukoku-no-kanata,RPG
ren-stimpy-show-the-buckeroo,Platform
ren-stimpy-show-the-fire-dogs,Platform
ren-stimpy-show-the-time-warp,Platform
rendering-ranger-r2,Shooters
revolution-x,Shooters
rex-ronan-experimental-surgeon,Action
rhi-roller-hockey-95,Sports
riddick-bowe-boxing,Sports
rise-of-the-phoenix,Strategy
rise-of-the-robots,Fighting
rival-turf,Fighting
riverse-kids,Puzzle
road-riot-4wd,Racing
road-runners-death-valley-rally,Platform
robocop-3,Shooters
robocop-versus-the-terminator,Shooters
robotrek,RPG
rock-n-roll-racing,Racing
rocketeer-the,Shooters
rockfall,Platform
rockman-forte,Platform
rockos-modern-life-spunkys-dangerous-day,Platform
rocky-rodent,Platform
roger-clemens-mvp-baseball,Sports
rokudenashi-blues-taiketsu-tokyo-shitennou,Fighting
romance-of-the-three-kingdoms-ii,Strategy
romance-of-the-three-kingdoms-iii-dragon-of-destiny,Strategy
romance-of-the-three-kingdoms-iv-wall-of-fire,Strategy
romancing-saga,RPG
romancing-saga-2,RPG
romancing-saga-3,RPG
rpg-tsukuru-2,RPG
rpg-tsukuru-super-dante,RPG
rudra-no-hihou,RPG
ruin-arm,RPG
run-saber,Action
ryuukihei-dan-danzarubu,Platform
ryuuko-no-ken-2,Fighting
saibara-reiko-no-mahjong-hourouki,Platform
saikousoku-shikou-shogi-mahjong,Puzzle
saikyo-takada-nobuhiko,Fighting
same-game-tsume-game,Action
samsara-naga-2,Platform
samurai-shodown,Fighting
sangokushi-eiketsuden,RPG
sangokushi-seishi-tenbu-spirits,RPG
sankyo-fever-fever,Action
sanrio-shanghai,Puzzle
sanrio-world-smash-ball,Action
sargeant-saunders-combat,Strategy
satellaview-bs-x,Shooters
satesupudx-4,Adventure
saturday-night-slam-masters,Fighting
scooby-doo-mystery,Adventure
sd-f-1-grand-prix,Racing
sd-gundam-gaiden-2-entaku-no-kishi,RPG
sd-gundam-gaiden-knight-gundam-monogatari-ooinaru-isan,Platform
sd-gundam-gnext,Shooters
sd-gundam-gx,Shooters
sd-gundam-power-formation-puzzle,Puzzle
sd-gundam-x-super-gachapon-world,Strategy
sd-hiryuu-no-ken,Fighting
sd-kidou-senshi-gundam-2,Shooters
sd-kidou-senshi-gundam-v-sakusen-shidou,Shooters
sd-the-great-battle-arutanaru-chousen,Shooters
sd-ultra-battle-seven-densetsu-ultraman-densetsu,Action
seaquest-dsv,Strategy
secret-of-evermore,RPG
secret-of-mana,RPG
seifuku-densetsu-pretty-fighter,Fighting
seijuu-maden-beasts-blades,RPG
seiken-densetsu-3,RPG
sengoku-denshou,Fighting
sengoku-no-hasha-tenka-fubu-he-no-michi,Strategy
shadow-of-the-beast,Platform
shadow-the,Fighting
shadowrun,RPG
shanghai-banri-no-choujou,Puzzle
shanghai-ii-dragons-eye,Puzzle
shanghai-iii,Puzzle
shaq-fu,Fighting
shiens-revenge,Shooters
shigesato-itoi-no-bass-tsuri-no1,Simulation
shigetaka-kashiwagi-no-top-water-bassing,Sports
shijou-saikyou-league-serie-a-ace-striker,Sports
shijou-saikyou-no-quiz-ou-kettei-sen-super,Puzzle
shiki-eiyuuden-jinryuu-densetsu,Action
shin-ikkaku-senkin,Racing
shin-kidou-senki-gundam-w-endless-duel,Fighting
shin-megami-tensei,RPG
shin-megami-tensei-if,RPG
shin-megami-tensei-ii,RPG
shin-momotarou-densetsu,RPG
shin-naki-no-ryuu-mahjong-hishouden,Puzzle
shin-nekketsu-kouha-kunio-tachi-no-banka,Fighting
shin-nihon-pro-wrestling-94-battlefield-in-tokyo-dome,Sports
shin-nihon-pro-wrestling-chou-senshi-in-tokyo-dome,Fighting
shin-sd-sengokuden-daishougun-retsuden,Strategy
shin-seikoku-la-wares,RPG
shin-shougi-club,Strategy
shinri-game-2-the-magical-trip,RPG
shinri-game-3-the,RPG
shinri-game-the-akuma-no-kokoroji,Adventure
shinseiki-odysselya,RPG
shinseiki-odysselya-ii,RPG
shinzui-taikyoku-igo-go-sennin,Strategy
shiroi-ring-he-twinkle-little-star,Simulation
shodai-nekketsu-kouha-kunio-kun,Fighting
shodan-morita-shougi,Strategy
shodankurai-nintei-shodan-pro-mahjong,Puzzle
shoot-your-load,Shooters
shougi-fuurinkazan,Strategy
shougi-saikyou,Strategy
shounen-ashibe-goma-chan-no-yuuenchi-daibouken,Platform
shounen-ninja-sasuke,Fighting
shounin-yo-taishi-o-idake,Adventure
sid-meiers-civilization,Strategy
side-pocket,Sports
silva-saga-ii,RPG
simant,Simulation
simcity,Simulation
simearth-the-living-planet,Simulation
simpsons-the-barts-nightmare,Platform
skipp-and-friends,Platform
skuljagger-revolt-of-the-westicans,Platform
skyblazer,Platform
slam-dunk-2-ih-yosen-kanzenban,Sports
slam-dunk-sd-heat-up,Sports
slam-dunk-yonkyo-taiketsu,Sports
slayers,RPG
small-soldiers,Platform
smartball,Platform
smurfs-2-the,Platform
smurfs-the,Platform
snes-burn-in-test-cart,Platform
snes-test-program,Action
snoopy-concert,Platform
snow-white-in-happily-ever-after,Platform
soldiers-of-fortune,Shooters
solid-runner,RPG
song-master,Fighting
sonic-blast-man,Fighting
sonic-blast-man-ii,Fighting
soreyuke-ebisumaru-karakuri-meiro-kieta-goemon-no-nazo,Puzzle
sos,Shooters
sos-sink-or-swim,Platform
sotsugyou-bangai-hen-nee-mahjong-shiyo,Puzzle
sougou-kakutougi-astral-bout,Fighting
sougou-kakutougi-astral-bout-2-the-total-fighters,Fighting
sougou-kakutougi-rings-astral-bout-3,Fighting
soukou-kihei-votoms-the-battling-road,Shooters
soul-blade,Fighting
soul-blazer,RPG
soul-sword,RPG
sound-novel-tsukuru,Adventure
space-ace,Action
space-football-one-on-one,Shooters
space-invaders,Shooters
space-invaders-1994,Shooters
space-megaforce,Shooters
spankys-quest,Platform
spark-world,Shooters
sparkster,Platform
spawn-the-video-game,Action
special-tee-shot,Sports
spectre,Platform
speed-racer-in-my-most-dangerous-adventures,Racing
speedy-gonzalez-in-los-gatos-banditos,Platform
spellcraft,RPG
spider-man,Platform
spider-man-and-the-x-men-in-arcades-revenge,Platform
spider-man-lethal-foes,Platform
spider-man-venom-maximum-carnage,Action
spider-man-venom-separation-anxiety,Fighting
spindizzy-worlds,Puzzle
spirou,Platform
sporting-news-power-baseball-the,Sports
sports-illustrated-championship-football-baseball,Sports
spriggan-powered,Shooters
st-andrews-eikou-to-rekishi-no-old-course,Simulation
st-giga-10gatsu-gou,Action
star-fox,Shooters
star-fox-2,Shooters
star-ocean,RPG
star-trek-deep-space-nine-the-crossroads-of-time,Platform
star-trek-starfleet-academy-starship-bridge-simulator,Simulation
star-trek-the-next-generation-futures-past,Adventure
starfield-trainer,Simulation
stargate,Action
stealth,Strategy
sterling-sharpes-end-2-end,Sports
steven-seagal-is-the-final-option,Action
stone-protectors,Action
street-combat,Fighting
street-fighter-alpha-2,Fighting
street-fighter-ii,Fighting
street-fighter-ii-turbo,Fighting
street-hockey-95,Sports
street-racer,Racing
strike-gunner-stg,Shooters
stunt-race-fx,Racing
sufami-turbo-bios,Platform
sugoi-hebereke,Fighting
sugoro-quest-dicenics,RPG
sunset-riders,Shooters
supapoon,Puzzle
supapoon-dx,Puzzle
super-adventure-island,Platform
super-adventure-island-ii,Adventure
super-air-diver-2,Strategy
super-alfred-chicken,Platform
super-aquatic-games-starring-the-aquabats-the,Platform
super-back-to-the-future-ii,Platform
super-baseball-2020,Sports
super-baseball-simulator-1000,Sports
super-bases-loaded,Sports
super-bases-loaded-2,Sports
super-bases-loaded-3-license-to-steal,Sports
super-batter-up,Sports
super-battleship,Strategy
super-battletank-2,Simulation
super-big-2,Racing
super-bikkuriman,Fighting
super-black-bass,Simulation
super-black-bass-3,Simulation
super-bomberman,Action
super-bomberman-2,Action
super-bomberman-3,Action
super-bomberman-4,Action
super-bomberman-5,Strategy
super-bomberman-panic-bomber-w,Action
super-bombliss,Puzzle
super-bonk,Platform
super-bowling,Sports
super-buster-bros,Platform
super-caesars-palace,Simulation
super-casino-2,Simulation
super-castlevania-iv,Platform
super-chase-hq,Racing
super-conflict-the-mideast,Strategy
super-copa,Sports
super-dany,Platform
super-double-dragon,Action
super-double-yakuman,Puzzle
super-double-yakuman-ii,Puzzle
super-drift-out,Racing
super-dunk-star,Sports
super-f1-circus,Racing
super-f1-circus-2,Racing
super-f1-circus-3,Racing
super-f1-circus-gaiden,Racing
super-famicom-box-bios,Shooters
super-famicom-wars,Strategy
super-family-circuit,Racing
super-family-gerende,Sports
super-family-tennis,Sports
super-famista-2,Sports
super-final-match-tennis,Sports
super-fire-pro-wrestling,Fighting
super-fire-pro-wrestling-2,Fighting
super-fire-pro-wrestling-3-final-bout,Fighting
super-fire-pro-wrestling-queens-special,Fighting
super-fire-pro-wrestling-special,Fighting
super-fire-pro-wrestling-x,Fighting
super-formation-soccer-94-world-cup-final-data,Sports
super-formation-soccer-95-della-serie-a,Sports
super-formation-soccer-96-world-club-edition,Sports
super-formation-soccer-ii,Sports
super-gameboy,Platform
super-gameboy-2,Platform
super-ghouls-n-ghosts,Platform
super-godzilla,Action
super-gomoku-narabe-renju,Strategy
super-gussun-oyoyo,Platform
super-gussun-oyoyo-2,Platform
super-hanafuda,Puzzle
super-high-impact,Simulation
super-honmei-g1-seiha,Racing
super-ice-hockey,Sports
super-indy-champ,Racing
super-international-cricket,Sports
super-james-pond,Platform
super-james-pond-2,Platform
super-kokou-yakyuu-ichikyuu-jikkon,Sports
super-kyukyoku-harikiri-stadium,Sports
super-loopz,Racing
super-mad-champ,Racing
super-mahjong,Strategy
super-mahjong-2-honkaku-4-nin-uchi,Puzzle
super-mahjong-3-karakuchi,Puzzle
super-mahjong-taikai,Puzzle
super-mario-all-stars,Platform
super-mario-kart,Racing
super-mario-rpg-the-legend-of-the-seven-stars,RPG
super-mario-world,Platform
super-mario-world-2-yoshis-island,Platform
super-metroid,Action
super-momotarou-dentetsu-dx,Strategy
super-morph,Platform
super-naxat-open-golf-de-shoubu-da-dorabocchan,Sports
super-nazo-puyo-ruru-no-ruu,Puzzle
super-nazo-puyo-tsuu-ruru-no-tetsuwan-hanjyou-ki,Puzzle
super-nes-super-scope-6,Shooters
super-nichibutsu-mahjong,Puzzle
super-nichibutsu-mahjong-2-zenkoku-seiha-hen,Puzzle
super-nichibutsu-mahjong-3-yoshimoto-gekijou-hen,Puzzle
super-nichibutsu-mahjong-4-kiso-kenkyu-hen,Puzzle
super-ninja-boy,Action
super-ninja-kun,Action
super-nova,Shooters
super-off-road,Racing
super-off-road-the-baja,Racing
super-okuman-chouja-game-the-game-of-billionaire,Strategy
super-oozumou-nessen-ou-ichiban,Fighting
super-pachinko,Simulation
super-pachinko-taisen,Shooters
super-pinball-behind-the-mask,Action
super-pinball-ii-the-amazing-odyssey,Action
super-play-action-football,Sports
super-power-league,Sports
super-power-league-2,Sports
super-power-league-3,Sports
super-power-league-4,Sports
super-professional-baseball-2,Sports
super-punch-out,Sports
super-putty,Platform
super-puyo-puyo-tsuu,Puzzle
super-puyo-puyo-tsuu-remix,Puzzle
super-r-type,Shooters
super-rbi-baseball,Sports
super-real-mahjong-piv,Puzzle
super-real-mahjong-pv-paradise-all-star-4-nin-uchi,Puzzle
super-robot-taisen-3,RPG
super-robot-taisen-4,Strategy
super-robot-taisen-ex,Strategy
super-robot-taisen-gaiden-masoukishin-the-lord-of-elemental,Strategy
super-sangokushi,Strategy
super-shougi,Strategy
super-shougi-2,Strategy
super-shougi-3-kitaihei,Strategy
super-slam-dunk,Sports
super-slap-shot,Sports
super-smash-tv,Shooters
super-soccer,Sports
super-soccer-champ,Sports
super-solitaire,Puzzle
super-soukoban,Platform
super-star-wars,Action
super-star-wars-2-the-empire-strikes-back,Platform
super-star-wars-3-return-of-the-jedi,Platform
super-street-fighter-ii-the-new-challengers,Fighting
super-strike-eagle,Shooters
super-syobo-syobo-cg-collection,Adventure
super-tekkyuu-fight,Action
super-tennis,Sports
super-tetris-2-bombliss,Puzzle
super-tetris-2-bombliss-limited-edition,Puzzle
super-tetris-3,Puzzle
super-troll-islands,Platform
super-trump-collection,Simulation
super-tsume-shougi-1000,Strategy
super-turrican,Action
super-turrican-2,Shooters
super-ultra-baseball-2,Sports
super-uno,Puzzle
super-valis-4,Action
super-variable-geo,Fighting
super-wagyan-land,Platform
super-wagyan-land-2,Platform
super-widget,Platform
super-wild-card-dx-v1122,Platform
super-wrestle-angels,Fighting
super-zugan-2-tsukanpo-fighter,Puzzle
super-zugan-hakotenjou-kara-no-shoutai,Puzzle
sutobasu-yarou-show-3-on-3-basketball,Sports
sutte-hakkun,Platform
suzuka-8-hours,Racing
swat-kats-the-radical-squadron,Platform
sword-world-sfc,Action
sword-world-sfc-2-inishie-no-kyojin-densetsu,RPG
syndicate,Strategy
syvalion,Shooters
t2-the-arcade-game,Shooters
table-game-dai-shuugo-shogi-mahjong-hanafuda,Puzzle
tactical-soccer,Sports
tactics-ogre-let-us-cling-together,Strategy
tadaima-yuusha-boshuuchuu-okawari,RPG
taekwon-do,Fighting
taikou-risshiden,Strategy
taikyoku-igo-idaten,Strategy
tales-of-phantasia,RPG
tamagocchi-town,Simulation
tarot-mystery,Puzzle
taz-mania,Platform
tecmo-secret-of-the-stars,RPG
tecmo-super-baseball,Sports
tecmo-super-bowl,Sports
tecmo-super-nba-basketball,Sports
teenage-mutant-ninja-turtles-4-turtles-in-time,Action
teenage-mutant-ninja-turtles-tournament-fighters,Fighting
tekichuu-keiba-juku,Sports
tenchi-muyou-game-hen,RPG
tengai-makyou-zero,RPG
tenryuu-genichirou-no-pro-wres-revolution,Sports
tenshi-no-uta-shiroki-tsubasa-no-inori,RPG
terminator-2-judgment-day,Shooters
terranigma,RPG
tetris-2,Puzzle
tetris-attack,Puzzle
tetris-battle-gaiden,Puzzle
tetris-dr-mario,Puzzle
tetsuwan-atom,Platform
theme-park,Simulation
thomas-the-tank-engine-friends,Adventure
thoroughbred-breeder-ii,Simulation
thoroughbred-breeder-iii,Simulation
thunder-spirits,Shooters
thunderbirds-kokusai-kyuujotai-shutsudou-seyo,Shooters
tick-the,Fighting
time-cop,Action
time-trax,Platform
timeslip,Shooters
timon-and-pumbaas-jungle-games,Platform
tin-star,Shooters
tinhead,Platform
tintin-in-tibet,Platform
tintin-prisoners-of-the-sun,Adventure
tiny-toon-adventures-buster-busts-loose,Platform
tiny-toon-adventures-wacky-sports-challenge,Sports
tko-super-championship-boxing,Sports
tokimeki-memorial-densetsu-no-ki-no-shita-de,RPG
tokoros-mahjong,Puzzle
tom-and-jerry,Platform
tommy-moes-winter-extreme-[val-d-isere-championship],Sports
tony-meolas-sidekicks-soccer,Sports
top-gear,Racing
top-gear-2,Racing
top-gear-3000,Racing
top-management-ii,Strategy
total-carnage,Shooters
total-football,Sports
tottemo-lucky-man-lucky-cookie-roulette-de-totsugeki,Shooters
touge-densetsu-saisoku-battle,Racing
toy-story,Platform
toy-story-1996,Platform
toys,Platform
traverse-starlight-prairie,RPG
treasure-conflix,RPG
treasure-hunter-g,RPG
trinea,RPG
troddlers,Puzzle
troy-aikman-nfl-football,Sports
true-golf-classics-waialae-country-club,Sports
true-lies,Action
tsukikomori,RPG
tsuri-taro,Adventure
tsuyoshi-shikkarai-shinasai-taisen-puzzle-dama,Puzzle
tuff-e-nuff,Fighting
turn-and-burn-no-fly-zone,Simulation
twinbee-rainbow-bell-adventure,Platform
twisted-tales-of-spike-mcfang-the,RPG
uchuu-no-kishi-tekkaman-blade,Action
uchuu-race-astro-go-go,Racing
ufo-kamen-yakisoban-ketoraa-no-kuroi-inbou,Fighting
ultima-kyouryuu-teikoku-the-savage-empire,RPG
ultima-runes-of-virtue-ii,Platform
ultima-the-false-prophet,RPG
ultima-vii-the-black-gate,RPG
ultimate-fighter,Fighting
ultra-baseball-jitsumei-ban,Sports
ultra-baseball-jitsumei-ban-2,Sports
ultra-baseball-jitsumei-ban-3,Sports
ultra-league-moero-soccer-daisessen,Sports
ultra-seven,Fighting
ultraman,Fighting
umihara-kawase,Platform
umitsuri-meijin-suzuki-hen,Simulation
un-squadron,Shooters
uncharted-waters,RPG
uncharted-waters-new-horizons,RPG
undake-30-same-game-mario-version,Platform
undercover-cops,Action
uniracers,Racing
universal-soldier,Shooters
untitled-nfl-football-game,Sports
untouchables-the,Shooters
urban-strike,Shooters
ushio-to-tora,Action
utopia-the-creation-of-a-nation,Strategy
vegas-stakes,Simulation
verne-world,RPG
virtual-bart,Platform
virtual-soccer,Sports
vortex,Shooters
vs-collection,Fighting
wagyan-paradise,Platform
wakataka-oozumou-yume-no-kyoudai-taiketsu,Sports
waku-waku-ski-wonder-shoot,Platform
wally-wo-sagase-ehon-no-kuni-no-daibouken,Adventure
war-2410,Strategy
war-3010-the-revolution,Strategy
waratte-iitomo-tamorinpic,Shooters
warlock,Action
warpspeed,Shooters
waterworld,Action
wayne-gretzky-and-the-nhlpa-all-stars,Sports
wcw-superbrawl-wrestling,Fighting
weaponlord,Fighting
wheel-of-fortune-deluxe-edition,Simulation
whizz,Platform
wicked-18,Sports
wild-guns,Shooters
wildsnake,Puzzle
wile-e-coyotes-revenge,Platform
wing-commander,Simulation
winning-post,Racing
winning-post-2,Simulation
winter-gold,Sports
winter-olympic-games-lillehammer-94,Racing
wizap-ankoku-no-ou,RPG
wizard-of-oz-the,Platform
wizardry-gaiden-iv-throb-of-the-demons-heart,RPG
wizardry-i-ii-iii-the-story-of-llylgamyn,RPG
wizardry-v-heart-of-the-maelstrom,RPG
wizardry-vi-bane-of-the-cosmic-forge,RPG
wolfchild,Platform
wolverine-adamantium-rage,Fighting
wonder-project-j-kikai-no-shounen-pino,Simulation
wondrous-magic,Platform
wordtris,Puzzle
world-class-rugby,Sports
world-cup-98,Sports
world-cup-usa-94,Sports
world-heroes,Fighting
world-heroes-2,Fighting
world-league-soccer,Sports
world-masters-golf,Sports
world-of-manga-ii,Fighting
world-soccer-94-road-to-glory-[eric-cantona-football-challenge]-[striker],Sports
worms,Strategy
wrecking-crew-98,Platform
wwf-raw,Sports
wwf-royal-rumble,Sports
wwf-super-wrestlemania,Sports
wwf-wrestlemania-the-arcade-game,Fighting
x-kaliber-2097,Action
x-men-mutant-apocalypse,Action
x-men-vs-street-fighter,Fighting
x-zone,Shooters
xak-the-art-of-visual-stage,RPG
xardion,Platform
xband-modem,Simulation
yadamon-wonderland-dreams,Platform
yakouchuu,Adventure
yamyam,Adventure
yokoyama-mitsuteru-sangokushi,RPG
yoshi-no-kuruppon-oven-de-cookie,Puzzle
yoshis-cookie,Puzzle
yoshis-safari,Shooters
youchien-senki-madara,RPG
young-merlin,RPG
ys-iii-wanderers-from-ys,Action
ys-iv-mask-of-the-sun,RPG
ys-v-ushinawareta-sunano-miyako-kefin,RPG
yume-maboroshi-no-gotoku,RPG
yume-meikyuu-kigurumi-daibouken,RPG
yuu-yu-no-quiz-de-go-go,Puzzle
yuu-yuu-hakusho,Fighting
yuu-yuu-hakusho-2-kakutou-no-sho,Fighting
yuu-yuu-hakusho-final-makai-saikyou-retsuden,Fighting
yuu-yuu-hakusho-tokubetsu-hen,Fighting
yuujin-janjuu-gakuen,Puzzle
yuujin-no-furi-furi-girls,Puzzle
zakuro-no-aji,Platform
zan-ii-spirits,Strategy
zan-iii-spirits,Strategy
zen-nihon-gt-senshuken-hyper-battle-game,Racing
zen-nihon-pro-wrestling,Fighting
zen-nihon-pro-wrestling-2-34-budoukan,Fighting
zen-nihon-pro-wrestling-fight-da-pon,Sports
zenkoku-juudan-ultra-shinri-game,Puzzle
zenkoku-koukou-soccer,Sports
zenkoku-koukou-soccer-2,Sports
zenkoku-koukou-soccer-senshuken-96,Simulation
zero-the-kamikaze-squirrel,Platform
zero4-champ-rr,Racing
zico-soccer,Sports
zig-zag-cat-ostrich-club-mo-oosawagi-da,Shooters
zombies-ate-my-neighbors,Action
zone,Shooters
zool-ninja-of-the-nth-dimension,Platform
zoop,Puzzle
zootto-mahjong,Puzzle

