|      | game_id                                                                   |   segments |
|  546 | nekketsu-beach-volley-dayo-kunio-kun                                      |         73 |
|  547 | world-of-manga-ii                                                         |         73 |
|  548 | obitus                                                                    |         73 |
|  549 | choplifter-iii-rescue-survive                                             |         73 |
|  550 | ufo-kamen-yakisoban-ketoraa-no-kuroi-inbou                                |         73 |
|  551 | dirt-racer                                                                |         73 |
|  552 | metal-combat-falcons-revenge                                              |         73 |
|  553 | battle-zeque-den                                                          |         73 |
|  554 | cutthroat-island                                                          |         72 |
|  555 | lawnmower-man-the                                                         |         72 |
|  556 | super-high-impact                                                         |         72 |
|  557 | super-punch-out                                                           |         71 |
|  558 | koi-ha-balance-battle-of-lovers                                           |         71 |
|  559 | sutte-hakkun                                                              |         71 |
|  560 | izzys-quest-for-the-olympic-rings                                         |         71 |
|  561 | madden-97                                                                 |         71 |
|  562 | vortex                                                                    |         71 |
|  563 | adventures-of-batman-robin-the                                            |         70 |
|  564 | joe-mac-caveman-ninja                                                     |         70 |
|  565 | dragon-ball-z-hyper-dimension                                             |         69 |
|  566 | undercover-cops                                                           |         69 |
|  567 | earthworm-jim                                                             |         69 |
|  568 | al-unser-jrs-road-to-the-top                                              |         69 |
|  569 | nfl-football                                                              |         69 |
|  570 | spawn-the-video-game                                                      |         69 |
|  571 | pacific-theater-of-operations-ii                                          |         69 |
|  572 | super-mario-all-stars                                                     |         69 |
|  573 | super-morph                                                               |         68 |
|  574 | battle-soccer-field-no-hasha                                              |         68 |
|  575 | no-escape                                                                 |         68 |
|  576 | cool-spot                                                                 |         68 |
|  577 | song-master                                                               |         68 |
|  578 | yoshis-safari                                                             |         67 |
|  579 | super-gameboy-2                                                           |         67 |
|  580 | stunt-race-fx                                                             |         67 |
|  581 | hanna-barberas-turbo-toons                                                |         67 |
|  582 | brawl-brothers                                                            |         67 |
|  583 | looney-tunes-b-ball                                                       |         67 |
|  584 | power-piggs-of-the-dark-ages                                              |         67 |
|  585 | champions-world-class-soccer                                              |         67 |
|  586 | sterling-sharpes-end-2-end                                                |         67 |
|  587 | super-robot-taisen-3                                                      |         66 |
|  588 | chou-genjin-2                                                             |         66 |
|  589 | legend                                                                    |         66 |
|  590 | daibakushou-jinsei-gekijou                                                |         66 |
|  591 | nightmare-busters                                                         |         66 |
|  592 | kick-off                                                                  |         66 |
|  593 | madden-nfl-97                                                             |         65 |
|  594 | super-puyo-puyo-tsuu-remix                                                |         65 |
|  595 | super-bomberman-4                                                         |         65 |
|  596 | lethal-enforcers                                                          |         65 |
|  597 | speedy-gonzalez-in-los-gatos-banditos                                     |         64 |
|  598 | nosferatu                                                                 |         64 |
|  599 | battletoads-double-dragon-the-ultimate-team                               |         64 |
|  600 | batman-returns                                                            |         64 |
|  601 | daruma-doujou                                                             |         64 |
|  602 | lester-the-unlikely                                                       |         64 |
|  603 | magic-boy                                                                 |         64 |
|  604 | smurfs-2-the                                                              |         63 |
|  605 | animaniacs                                                                |         63 |
|  606 | cyber-spin                                                                |         63 |
|  607 | donald-duck-mahou-no-boushi                                               |         63 |
|  608 | star-trek-deep-space-nine-the-crossroads-of-time                          |         63 |
|  609 | winter-gold                                                               |         62 |
|  610 | kouryuu-no-mimi                                                           |         62 |
|  611 | honoo-no-toukyuuji-dodge-danpei                                           |         62 |
|  612 | spark-world                                                               |         62 |
|  613 | great-battle-ii-the-last-fighter-twin                                     |         62 |
|  614 | hardball-iii                                                              |         62 |
|  615 | mr-nutz                                                                   |         62 |
|  616 | super-tekkyuu-fight                                                       |         62 |
|  617 | beavis-and-butt-head                                                      |         62 |
|  618 | xardion                                                                   |         61 |
|  619 | iron-commando-kotetsu-no-senshi                                           |         61 |
|  620 | bs-zelda                                                                  |         61 |
|  621 | international-tennis-tour                                                 |         61 |
|  622 | might-and-magic-book-ii                                                   |         61 |
|  623 | mickey-no-tokyo-disneyland-daibouken                                      |         61 |
|  624 | spindizzy-worlds                                                          |         61 |
|  625 | roger-clemens-mvp-baseball                                                |         61 |
|  626 | fighters-history-mizoguchi-kiki-ippatsu                                   |         61 |
|  627 | sparkster                                                                 |         61 |
|  628 | capcoms-mvp-football                                                      |         60 |
|  629 | dolucky-no-kusa-yakyu                                                     |         60 |
|  630 | joe-mac-2-lost-in-the-tropics                                             |         60 |
|  631 | ghoul-patrol                                                              |         60 |
|  632 | magical-quest-the-starring-mickey-mouse                                   |         60 |
|  633 | xak-the-art-of-visual-stage                                               |         60 |
|  634 | king-of-dragons-the-capcom                                                |         60 |
|  635 | air-cavalry                                                               |         60 |
|  636 | bill-walsh-college-football                                               |         59 |
|  637 | dennis-the-menace                                                         |         59 |
|  638 | cybernator                                                                |         59 |
|  639 | sonic-blast-man-ii                                                        |         59 |
|  640 | super-gameboy                                                             |         59 |
|  641 | aryol                                                                     |         59 |
|  642 | mighty-max                                                                |         59 |
|  643 | ren-stimpy-show-the-time-warp                                             |         59 |
|  644 | troy-aikman-nfl-football                                                  |         59 |
|  645 | adventures-of-kid-kleets-the                                              |         59 |
|  646 | super-bases-loaded-3-license-to-steal                                     |         59 |
|  647 | hebereke-no-oishii-puzzle-wa-irimasen-ka                                  |         58 |
|  648 | cosmo-gang-the-video                                                      |         58 |
|  649 | taekwon-do                                                                |         58 |
|  650 | nba-give-n-go                                                             |         58 |
|  651 | axelay                                                                    |         58 |
|  652 | jungle-book-the                                                           |         58 |
|  653 | hurricanes                                                                |         57 |
|  654 | toy-story-1996                                                            |         57 |
|  655 | naxat-super-pinball-jaki-hakai                                            |         57 |
|  656 | shiki-eiyuuden-jinryuu-densetsu                                           |         57 |
|  657 | super-turrican-2                                                          |         57 |
|  658 | super-batter-up                                                           |         57 |
|  659 | cyborg-009                                                                |         57 |
|  660 | goof-troop                                                                |         57 |
|  661 | swat-kats-the-radical-squadron                                            |         57 |
|  662 | packy-marlon                                                              |         57 |
|  663 | pac-attack                                                                |         56 |
|  664 | justice-league-task-force                                                 |         56 |
|  665 | super-family-tennis                                                       |         56 |
|  666 | daze-before-christmas                                                     |         56 |
|  667 | captain-america-and-the-avengers                                          |         56 |
|  668 | ren-stimpy-show-the-buckeroo                                              |         56 |
|  669 | smartball                                                                 |         55 |
|  670 | tintin-prisoners-of-the-sun                                               |         55 |
|  671 | abc-monday-night-football                                                 |         55 |
|  672 | rampart                                                                   |         55 |
|  673 | choujikuu-yousai-macross-scrambled-valkyrie                               |         55 |
|  674 | smurfs-the                                                                |         55 |
|  675 | realm                                                                     |         55 |
|  676 | dirt-trax-fx                                                              |         55 |
|  677 | vegas-stakes                                                              |         55 |
|  678 | simpsons-the-barts-nightmare                                              |         54 |
|  679 | strike-gunner-stg                                                         |         54 |
|  680 | dragon-knight-4                                                           |         54 |
|  681 | super-alfred-chicken                                                      |         54 |
|  682 | metal-morph                                                               |         54 |
|  683 | cal-ripken-jr-baseball                                                    |         54 |
|  684 | aladdin                                                                   |         53 |
|  685 | yuu-yuu-hakusho-2-kakutou-no-sho                                          |         53 |
|  686 | american-battle-dome                                                      |         53 |
|  687 | arcus-spirits                                                             |         53 |
|  688 | samurai-shodown                                                           |         53 |
|  689 | gegege-no-kitaro-fukkatsu-tenma-daiou                                     |         53 |
|  690 | ryuuko-no-ken-2                                                           |         53 |
|  691 | jungle-no-ouja-tar-chan-sekai-manyuu-dai-kakutou-no-maki                  |         53 |
|  692 | madden-nfl-98                                                             |         53 |
|  693 | zool-ninja-of-the-nth-dimension                                           |         53 |
|  694 | phalanx-the-enforce-fighter-a-144                                         |         53 |
|  695 | taz-mania                                                                 |         53 |
|  696 | tinhead                                                                   |         53 |
|  697 | dinocity                                                                  |         53 |
|  698 | andre-agassi-tennis                                                       |         52 |
|  699 | zakuro-no-aji                                                             |         52 |
|  700 | spider-man-and-the-x-men-in-arcades-revenge                               |         52 |
|  701 | doom-troopers-the-mutant-chronicles                                       |         52 |
|  702 | mazinger-z                                                                |         52 |
|  703 | super-smash-tv                                                            |         52 |
|  704 | mask-the                                                                  |         52 |
|  705 | skyblazer                                                                 |         52 |
|  706 | great-circus-mystery-starring-mickey-minnie-the                           |         52 |
|  707 | bs-busters-digital-magazine                                               |         52 |
|  708 | tiny-toon-adventures-buster-busts-loose                                   |         52 |
|  709 | super-chase-hq                                                            |         52 |
|  710 | super-ninja-kun                                                           |         52 |
|  711 | ganbare-daiku-no-gen-san                                                  |         52 |
|  712 | shiens-revenge                                                            |         51 |
|  713 | go-go-ackman-3                                                            |         51 |
|  714 | stealth                                                                   |         51 |
|  715 | harleys-humongous-adventure                                               |         51 |
|  716 | gods                                                                      |         51 |
|  717 | total-carnage                                                             |         51 |
|  718 | suzuka-8-hours                                                            |         51 |
|  719 | x-kaliber-2097                                                            |         50 |
|  720 | jikkyou-oshaberi-parodius-forever-with-me                                 |         50 |
|  721 | jeopardy                                                                  |         50 |
|  722 | world-masters-golf                                                        |         50 |
|  723 | tko-super-championship-boxing                                             |         50 |
|  724 | momotarou-dentetsu-happy                                                  |         50 |
|  725 | f-zero                                                                    |         50 |
|  726 | ushio-to-tora                                                             |         50 |
|  727 | shanghai-iii                                                              |         50 |
|  728 | super-buster-bros                                                         |         50 |
|  729 | super-bombliss                                                            |         50 |
|  730 | d-force                                                                   |         49 |
|  731 | pebble-beach-golf-links                                                   |         49 |
|  732 | cosmo-gang-the-puzzle                                                     |         49 |
|  733 | hashire-hebereke                                                          |         49 |
|  734 | speed-racer-in-my-most-dangerous-adventures                               |         49 |
|  735 | hook                                                                      |         49 |
|  736 | shinseiki-odysselya                                                       |         49 |
|  737 | shin-kidou-senki-gundam-w-endless-duel                                    |         49 |
|  738 | king-arthurs-world                                                        |         49 |
|  739 | rocky-rodent                                                              |         49 |
|  740 | ardy-lightfoot                                                            |         49 |
|  741 | gokujou-parodius                                                          |         48 |
|  742 | pga-tour-golf                                                             |         48 |
|  743 | family-dog                                                                |         48 |
|  744 | space-ace                                                                 |         48 |
|  745 | hyper-iria                                                                |         48 |
|  746 | getsumen-no-anubis                                                        |         48 |
|  747 | wildsnake                                                                 |         47 |
|  748 | go-go-ackman                                                              |         47 |
|  749 | kingyo-chuuihou-tobidase-game-gakuen                                      |         47 |
|  750 | super-double-dragon                                                       |         47 |
|  751 | heisei-inu-monogatari-bow-pop-n-smash                                     |         47 |
|  752 | milandra                                                                  |         47 |
|  753 | energy-breaker                                                            |         47 |
|  754 | super-nazo-puyo-ruru-no-ruu                                               |         47 |
|  755 | mickey-mania-the-timeless-adventures-of-mickey-mouse                      |         47 |
|  756 | teenage-mutant-ninja-turtles-tournament-fighters                          |         47 |
|  757 | zero-the-kamikaze-squirrel                                                |         47 |
|  758 | super-black-bass                                                          |         47 |
|  759 | jikkyou-powerful-pro-yakyuu-3                                             |         46 |
|  760 | porky-pigs-haunted-holiday                                                |         46 |
|  761 | imperium                                                                  |         46 |
|  762 | sd-the-great-battle-arutanaru-chousen                                     |         46 |
|  763 | earth-light-luna-strike                                                   |         46 |
|  764 | adventures-of-rocky-and-bullwinkle-and-friends-the                        |         46 |
|  765 | super-pinball-ii-the-amazing-odyssey                                      |         46 |
|  766 | nba-hangtime                                                              |         46 |
|  767 | alien-vs-predator                                                         |         45 |
|  768 | blazeon-the-bio-cyborg-challenge                                          |         45 |
|  769 | akagawa-jirou-majo-tachi-no-nemuri                                        |         45 |
|  770 | battle-pinball                                                            |         45 |
|  771 | bugs-bunny-in-rabbit-rampage                                              |         45 |
|  772 | road-runners-death-valley-rally                                           |         45 |
|  773 | demolition-man                                                            |         45 |
|  774 | liberty-or-death                                                          |         45 |
|  775 | dolucky-no-puzzle-tour-94                                                 |         45 |
|  776 | battle-racers                                                             |         45 |
|  777 | batman-revenge-of-the-joker                                               |         45 |
|  778 | prime                                                                     |         45 |
|  779 | bio-metal                                                                 |         45 |
|  780 | pro-sport-hockey                                                          |         45 |
|  781 | network-q-rally                                                           |         45 |
|  782 | genocide-2                                                                |         45 |
|  783 | street-racer                                                              |         44 |
|  784 | spirou                                                                    |         44 |
|  785 | clockworks                                                                |         44 |
|  786 | casper                                                                    |         44 |
|  787 | bastard-ankoku-no-hakaishin                                               |         44 |
|  788 | yadamon-wonderland-dreams                                                 |         44 |
|  789 | osu-karatebu                                                              |         44 |
|  790 | tom-and-jerry                                                             |         44 |
|  791 | wrecking-crew-98                                                          |         44 |
|  792 | robocop-versus-the-terminator                                             |         44 |
|  793 | chester-cheetah-wild-wild-quest                                           |         44 |
|  794 | miracle-girls                                                             |         44 |
|  795 | fighters-history                                                          |         44 |
|  796 | earth-defense-force                                                       |         44 |
|  797 | rival-turf                                                                |         44 |
|  798 | space-invaders                                                            |         43 |
|  799 | spider-man-lethal-foes                                                    |         43 |
|  800 | wayne-gretzky-and-the-nhlpa-all-stars                                     |         43 |
|  801 | ken-griffey-jrs-winning-run                                               |         43 |
|  802 | down-the-world-mervils-ambition                                           |         43 |
|  803 | ghost-chaser-densei                                                       |         43 |
|  804 | ultraman                                                                  |         43 |
|  805 | appleseed-prometheus-no-shintaku                                          |         43 |
|  806 | lucky-luke                                                                |         43 |
|  807 | battle-cars                                                               |         43 |
|  808 | gourmet-sentai-bara-yarou                                                 |         43 |
|  809 | sengoku-denshou                                                           |         42 |
|  810 | ms-pac-man                                                                |         42 |
|  811 | asameshimae-nyanko                                                        |         42 |
|  812 | tintin-in-tibet                                                           |         42 |
|  813 | pocahontas                                                                |         42 |
|  814 | jetsons-the-invasion-of-the-planet-pirates                                |         42 |
|  815 | mr-do                                                                     |         42 |
|  816 | super-star-wars                                                           |         42 |
|  817 | 3x3-eyes-juuma-houkan                                                     |         42 |
|  818 | action-pachio                                                             |         41 |
|  819 | ultra-league-moero-soccer-daisessen                                       |         41 |
|  820 | first-samurai                                                             |         41 |
|  821 | super-puyo-puyo-tsuu                                                      |         41 |
|  822 | mario-paint                                                               |         41 |
|  823 | t2-the-arcade-game                                                        |         41 |
|  824 | bomberman-b-daman                                                         |         41 |
|  825 | daffy-duck-the-marvin-missions                                            |         41 |
|  826 | time-trax                                                                 |         41 |
|  827 | get-in-the-hole                                                           |         41 |
|  828 | rockos-modern-life-spunkys-dangerous-day                                  |         41 |
|  829 | super-fire-pro-wrestling-queens-special                                   |         40 |
|  830 | bishoujo-senshi-sailor-moon-r                                             |         40 |
|  831 | war-2410                                                                  |         40 |
|  832 | virtual-bart                                                              |         40 |
|  833 | super-bases-loaded                                                        |         40 |
|  834 | kirby-no-kira-kira-kids                                                   |         40 |
|  835 | home-alone                                                                |         40 |
|  836 | radical-rex                                                               |         40 |
|  837 | lion-king-the                                                             |         40 |
|  838 | christmas-demo                                                            |         40 |
|  839 | firearm                                                                   |         40 |
|  840 | final-fight                                                               |         40 |
|  841 | battle-cross                                                              |         40 |
|  842 | tetsuwan-atom                                                             |         40 |
|  843 | boogerman-a-pick-and-flick-adventure                                      |         39 |
|  844 | pga-european-tour                                                         |         39 |
|  845 | bishoujo-senshi-sailor-moon-super-s-fuwa-fuwa-panic                       |         39 |
|  846 | beauty-and-the-beast                                                      |         39 |
|  847 | adventures-of-dr-franken-the                                              |         39 |
|  848 | elite-soccer                                                              |         39 |
|  849 | nfl-quarterback-club-96                                                   |         39 |
|  850 | mecarobot-golf                                                            |         39 |
|  851 | super-back-to-the-future-ii                                               |         39 |
|  852 | ghost-sweeper-mikami-joreishi-wa-nice-body                                |         39 |
|  853 | brunswick-world-tournament-of-champions                                   |         39 |
|  854 | traverse-starlight-prairie                                                |         39 |
|  855 | rejoice-aretha-oukoku-no-kanata                                           |         39 |
|  856 | king-of-the-monsters-2                                                    |         39 |
|  857 | ranma-1-2-ougi-jaanken                                                    |         39 |
|  858 | hanjuku-eiyuu-aa-sekai-yo-hanjuku-nare                                    |         39 |
|  859 | coron-land                                                                |         39 |
|  860 | pop-n-twinbee                                                             |         39 |
|  861 | super-adventure-island                                                    |         39 |
|  862 | acrobat-mission                                                           |         38 |
|  863 | battleclash                                                               |         38 |
|  864 | go-go-ackman-2                                                            |         38 |
|  865 | neugier-umi-to-kaze-no-koudou                                             |         38 |
|  866 | flying-hero-bugyuruu-no-daibouken                                         |         38 |
|  867 | kishin-douji-zenki-battle-raiden                                          |         38 |
|  868 | road-riot-4wd                                                             |         38 |
|  869 | sd-kidou-senshi-gundam-v-sakusen-shidou                                   |         38 |
|  870 | poko-nyan-henpokorin-adventure                                            |         38 |
|  871 | super-pinball-behind-the-mask                                             |         38 |
|  872 | emerald-dragon                                                            |         38 |
|  873 | madden-nfl-96                                                             |         37 |
|  874 | battle-soccer-2                                                           |         37 |
|  875 | nhl-stanley-cup                                                           |         37 |
|  876 | onita-atsushi-fmw                                                         |         37 |
|  877 | super-bomberman-5                                                         |         37 |
|  878 | terminator-2-judgment-day                                                 |         37 |
|  879 | dragons-lair                                                              |         37 |
|  880 | revolution-x                                                              |         37 |
|  881 | rex-ronan-experimental-surgeon                                            |         37 |
|  882 | uchuu-no-kishi-tekkaman-blade                                             |         37 |
|  883 | world-heroes-2                                                            |         36 |
|  884 | super-bases-loaded-2                                                      |         36 |
|  885 | killer-instinct                                                           |         36 |
|  886 | yuu-yuu-hakusho                                                           |         36 |
|  887 | bishoujo-senshi-sailor-moon-s-juugai-rantou-shuyaku-soudatsusen           |         36 |
|  888 | shoot-your-load                                                           |         36 |
|  889 | bebes-kids                                                                |         36 |
|  890 | out-to-lunch                                                              |         36 |
|  891 | accelebrid                                                                |         36 |
|  892 | romance-of-the-three-kingdoms-iv-wall-of-fire                             |         36 |
|  893 | lethal-weapon                                                             |         36 |
|  894 | jim-power-the-lost-dimension-in-3d                                        |         36 |
|  895 | natsume-championship-wrestling                                            |         36 |
|  896 | blues-brothers-the                                                        |         35 |
|  897 | brandish-2-the-planet-buster                                              |         35 |
|  898 | ren-stimpy-show-the-fire-dogs                                             |         35 |
|  899 | captain-tsubasa-j-the-way-to-world-youth                                  |         35 |
|  900 | madden-nfl-94                                                             |         35 |
|  901 | cliffhanger                                                               |         35 |
|  902 | tecmo-super-bowl                                                          |         35 |
|  903 | koushien-3                                                                |         35 |
|  904 | dragon-ball-z-super-butouden-2                                            |         35 |
|  905 | oscar                                                                     |         35 |
|  906 | nba-live-97                                                               |         35 |
|  907 | tecmo-super-baseball                                                      |         35 |
|  908 | ultra-baseball-jitsumei-ban-2                                             |         35 |
|  909 | super-valis-4                                                             |         34 |
|  910 | raiden-trad                                                               |         34 |
|  911 | dossun-ganseki-battle                                                     |         34 |
|  912 | super-shougi                                                              |         34 |
|  913 | super-caesars-palace                                                      |         34 |
|  914 | hyperzone                                                                 |         34 |
|  915 | musya-the-classic-japanese-tale-of-horror                                 |         34 |
|  916 | super-turrican                                                            |         34 |
|  917 | warpspeed                                                                 |         34 |
|  918 | aero-fighters                                                             |         34 |
|  919 | inspector-gadget                                                          |         33 |
|  920 | clay-fighter                                                              |         33 |
|  921 | incredible-hulk-the                                                       |         33 |
|  922 | run-saber                                                                 |         33 |
|  923 | super-robot-taisen-gaiden-masoukishin-the-lord-of-elemental               |         33 |
|  924 | operation-logic-bomb                                                      |         33 |
|  925 | battle-dodgeball-toukyuu-daigekitotsu                                     |         33 |
|  926 | acme-animation-factory                                                    |         33 |
|  927 | kirbys-avalanche-[kirbys-ghost-trap]                                      |         33 |
|  928 | apocalypse-2                                                              |         33 |
|  929 | robocop-3                                                                 |         33 |
|  930 | toy-story                                                                 |         33 |
|  931 | kats-run-zen-nihon-k-car-senshuken                                        |         33 |
|  932 | art-of-fighting                                                           |         33 |
|  933 | godzilla-kaijuu-daikessen                                                 |         33 |
|  934 | untouchables-the                                                          |         33 |
|  935 | majuuou                                                                   |         33 |
|  936 | combatribes-the                                                           |         32 |
|  937 | whizz                                                                     |         32 |
|  938 | thunder-spirits                                                           |         32 |
|  939 | tuff-e-nuff                                                               |         32 |
|  940 | edo-no-kiba                                                               |         32 |
|  941 | gan-gan-ganchan                                                           |         32 |
|  942 | fun-n-games                                                               |         32 |
|  943 | hyper-v-ball                                                              |         32 |
|  944 | battle-dodgeball-ii                                                       |         32 |
|  945 | wcw-superbrawl-wrestling                                                  |         32 |
|  946 | f-1-grand-prix-part-iii                                                   |         32 |
|  947 | fatal-fury-2                                                              |         32 |
|  948 | spriggan-powered                                                          |         32 |
|  949 | incantation                                                               |         32 |
|  950 | race-drivin                                                               |         32 |
|  951 | itchy-scratchy-game-the                                                   |         32 |
|  952 | bonkers                                                                   |         32 |
|  953 | dolucky-no-aleague-soccer                                                 |         31 |
|  954 | x-zone                                                                    |         31 |
|  955 | barbie-vacation-adventure                                                 |         31 |
|  956 | super-drift-out                                                           |         31 |
|  957 | prince-of-persia-2-the-shadow-the-flame                                   |         31 |
|  958 | super-casino-2                                                            |         31 |
|  959 | sd-gundam-x-super-gachapon-world                                          |         31 |
|  960 | captain-commando                                                          |         31 |
|  961 | heberekes-popoitto                                                        |         31 |
|  962 | super-fire-pro-wrestling                                                  |         31 |
|  963 | psycho-dream                                                              |         31 |
|  964 | dun-quest-majin-fuuin-no-densetsu                                         |         31 |
|  965 | frognes                                                                   |         31 |
|  966 | honke-hanafuda                                                            |         31 |
|  967 | firepower-2000                                                            |         31 |
|  968 | super-off-road-the-baja                                                   |         31 |
|  969 | kendo-rage                                                                |         31 |
|  970 | contra-iii-the-alien-wars                                                 |         30 |
|  971 | chou-aniki-bakuretsu-rantou-hen                                           |         30 |
|  972 | weaponlord                                                                |         30 |
|  973 | pinocchio                                                                 |         30 |
|  974 | syvalion                                                                  |         30 |
|  975 | hiouden-mamono-tachi-to-no-chikai                                         |         30 |
|  976 | best-of-the-best-championship-karate                                      |         30 |
|  977 | american-tail-an-fievel-goes-west                                         |         29 |
|  978 | mickeys-ultimate-challenge                                                |         29 |
|  979 | hals-hole-in-one-golf                                                     |         29 |
|  980 | cannondale-cup                                                            |         29 |
|  981 | super-uno                                                                 |         29 |
|  982 | timon-and-pumbaas-jungle-games                                            |         29 |
|  983 | darius-twin                                                               |         29 |
|  984 | sd-hiryuu-no-ken                                                          |         29 |
|  985 | time-cop                                                                  |         29 |
|  986 | primal-rage                                                               |         29 |
|  987 | jammit                                                                    |         29 |
|  988 | super-putty                                                               |         29 |
|  989 | fire-pro-joshi-all-star-dream-slam                                        |         29 |
|  990 | zoop                                                                      |         28 |
|  991 | winter-olympic-games-lillehammer-94                                       |         28 |
|  992 | king-of-the-monsters                                                      |         28 |
|  993 | saikyo-takada-nobuhiko                                                    |         28 |
|  994 | battle-blaze                                                              |         28 |
|  995 | olympic-summer-games-atlanta-1996-1996                                    |         28 |
|  996 | side-pocket                                                               |         28 |
|  997 | game-genie                                                                |         28 |
|  998 | power-moves                                                               |         28 |
|  999 | redline-f-1-racer                                                         |         28 |
| 1000 | esparks-ijikuu-kara-no-raihousha                                          |         28 |
| 1001 | double-dragon-v-the-shadow-falls                                          |         28 |
| 1002 | dragon-ball-z-super-butouden-3                                            |         28 |
| 1003 | world-heroes                                                              |         27 |
| 1004 | alice-no-paint-adventure                                                  |         27 |
| 1005 | mighty-morphin-power-rangers-the-fighting-edition                         |         27 |
| 1006 | garry-kitchens-super-battletank-war-in-the-gulf                           |         27 |
| 1007 | super-aquatic-games-starring-the-aquabats-the                             |         27 |
| 1008 | wwf-wrestlemania-the-arcade-game                                          |         27 |
| 1009 | herakles-no-eikou-iv-kamigami-kara-no-okurimono                           |         27 |
| 1010 | gekisou-sentai-car-rangers-zenkai-racer-senshi                            |         27 |
| 1011 | fatal-fury-special                                                        |         27 |
| 1012 | sporting-news-power-baseball-the                                          |         27 |
| 1013 | utopia-the-creation-of-a-nation                                           |         27 |
| 1014 | ncaa-basketball-[world-league-basketball]                                 |         27 |
| 1015 | college-slam                                                              |         27 |
| 1016 | otoboke-ninja-colosseum                                                   |         27 |
| 1017 | timeslip                                                                  |         27 |
| 1018 | hakunetsu-professional-baseball-94-ganba-league-3                         |         26 |
| 1019 | math-blaster-episode-one                                                  |         26 |
| 1020 | chuck-rock                                                                |         26 |
| 1021 | family-feud                                                               |         26 |
| 1022 | space-invaders-1994                                                       |         26 |
| 1023 | dragon-the-bruce-lee-story                                                |         26 |
| 1024 | shaq-fu                                                                   |         26 |
| 1025 | magical-drop-2                                                            |         26 |
| 1026 | zen-nihon-pro-wrestling-fight-da-pon                                      |         26 |
| 1027 | operation-thunderbolt                                                     |         26 |
| 1028 | dark-law-meaning-of-death                                                 |         25 |
| 1029 | satellaview-bs-x                                                          |         25 |
| 1030 | super-slap-shot                                                           |         25 |
| 1031 | chester-cheetah-too-cool-to-fool                                          |         25 |
| 1032 | battle-jockey                                                             |         25 |
| 1033 | ballz-3d-fighting-at-its-ballziest                                        |         25 |
| 1034 | hunt-for-red-october-the                                                  |         25 |
| 1035 | pink-goes-to-hollywood                                                    |         25 |
| 1036 | hokuto-no-ken-6-gekitou-denshouken-haou-he-no-michi                       |         25 |
| 1037 | mick-mack-as-the-global-gladiators                                        |         25 |
| 1038 | shin-megami-tensei-if                                                     |         24 |
| 1039 | daikaijuu-monogatari                                                      |         24 |
| 1040 | american-gladiators                                                       |         24 |
| 1041 | cool-world                                                                |         24 |
| 1042 | bakumatsu-kourinden-oni                                                   |         24 |
| 1043 | super-bikkuriman                                                          |         24 |
| 1044 | leading-company                                                           |         24 |
| 1045 | super-formation-soccer-95-della-serie-a                                   |         24 |
| 1046 | farland-story-2                                                           |         24 |
| 1047 | archer-macleans-super-dropzone                                            |         24 |
| 1048 | albert-odyssey                                                            |         24 |
| 1049 | rise-of-the-robots                                                        |         24 |
| 1050 | soukou-kihei-votoms-the-battling-road                                     |         24 |
| 1051 | magical-drop                                                              |         23 |
| 1052 | doomsday-warrior                                                          |         23 |
| 1053 | kenyuu-densetsu-yaiba                                                     |         23 |
| 1054 | chaos-seed-feng-shui-kairouki                                             |         23 |
| 1055 | kishin-kourinden-oni                                                      |         23 |
| 1056 | fatal-fury                                                                |         23 |
| 1057 | rocketeer-the                                                             |         23 |
| 1058 | majin-tensei-ii-spiral-nemesis                                            |         23 |
| 1059 | pro-quarterback                                                           |         23 |
| 1060 | power-instinct                                                            |         23 |
| 1061 | hisshou-pachi-slot-fan                                                    |         23 |
| 1062 | first-queen-ornic-senki                                                   |         23 |
| 1063 | john-madden-football-93-1992                                              |         23 |
| 1064 | wordtris                                                                  |         23 |
| 1065 | home-alone-2-lost-in-new-york                                             |         23 |
| 1066 | kikou-keisatsu-metal-jack                                                 |         23 |
| 1067 | yuu-yuu-hakusho-final-makai-saikyou-retsuden                              |         22 |
| 1068 | bazooka-blitzkrieg                                                        |         22 |
| 1069 | crayon-shin-chan-nagagutsu-dobon                                          |         22 |
| 1070 | dragon-ball-z-super-butouden                                              |         22 |
| 1071 | super-conflict-the-mideast                                                |         22 |
| 1072 | treasure-conflix                                                          |         22 |
| 1073 | oraga-land-shusai-best-farmer-senyuken                                    |         22 |
| 1074 | kidou-butouden-g-gundam                                                   |         22 |
| 1075 | natsuki-crisis-battle                                                     |         22 |
| 1076 | super-bomberman-panic-bomber-w                                            |         22 |
| 1077 | mulan                                                                     |         22 |
| 1078 | maten-densetsu-senritsu-no-ooparts                                        |         22 |
| 1079 | hokuto-no-ken-7-seiken-retsuden-denshousha-he-no-michi                    |         22 |
| 1080 | jaleco-rally-big-run-the-supreme-4wd-challenge                            |         22 |
| 1081 | gekitou-burning-prowrestling                                              |         22 |
| 1082 | umihara-kawase                                                            |         22 |
| 1083 | espn-national-hockey-night                                                |         22 |
| 1084 | snow-white-in-happily-ever-after                                          |         22 |
| 1085 | extra-innings                                                             |         22 |
| 1086 | sports-illustrated-championship-football-baseball                         |         22 |
| 1087 | tottemo-lucky-man-lucky-cookie-roulette-de-totsugeki                      |         21 |
| 1088 | battle-master-kyuukyoku-no-senshi-tachi                                   |         21 |
| 1089 | cacoma-knight-in-bizyland                                                 |         21 |
